Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
1603036800.0,2020-10-18 04-PM,ETHUSD,375.73,376.27,375.11,375.84,1335.55,501715.57
1603033200.0,2020-10-18 03-PM,ETHUSD,375.2,375.91,374.96,375.73,1837.44,689898.85
1603029600.0,2020-10-18 02-PM,ETHUSD,374.24,377.5,374.11,375.2,4592.02,1725334.89
1603026000.0,2020-10-18 01-PM,ETHUSD,373.4,374.35,373.4,374.24,860.23,321593.2
1603022400.0,2020-10-18 12-PM,ETHUSD,372.99,373.74,372.99,373.4,1088.63,406484.67
1603018800.0,2020-10-18 11-AM,ETHUSD,372.94,373.24,372.58,372.99,1051.12,392069.93
1603015200.0,2020-10-18 10-AM,ETHUSD,372,373.11,372,372.94,966.98,360532.58
1603011600.0,2020-10-18 09-AM,ETHUSD,373.49,373.88,371.91,372,796.99,297421.2
1603008000.0,2020-10-18 08-AM,ETHUSD,374.16,375.79,372.49,373.49,1907.49,713392.27
1603004400.0,2020-10-18 07-AM,ETHUSD,373.8,374.38,373.02,374.16,2211.31,826064.66
1603000800.0,2020-10-18 06-AM,ETHUSD,369.33,374.35,368.89,373.8,3962.33,1476090.95
1602997200.0,2020-10-18 05-AM,ETHUSD,368.58,369.4,368.56,369.33,483.06,178230.91
1602993600.0,2020-10-18 04-AM,ETHUSD,368.72,369.5,368.31,368.58,801.62,295670.87
1602990000.0,2020-10-18 03-AM,ETHUSD,369.28,369.43,368.53,368.72,828.97,305818.36
1602986400.0,2020-10-18 02-AM,ETHUSD,370.02,370.02,368.6,369.28,976.06,360347.3
1602982800.0,2020-10-18 01-AM,ETHUSD,368.97,371.04,368.92,370.02,3252.61,1203306.61
1602979200.0,2020-10-18 12-AM,ETHUSD,368.48,369.64,367.31,368.97,2360.42,870267.52
1602975600.0,2020-10-17 11-PM,ETHUSD,367.78,368.95,367.77,368.48,1317.16,484924.19
1602972000.0,2020-10-17 10-PM,ETHUSD,367.54,368.22,367.17,367.78,1114.38,409858.87
1602968400.0,2020-10-17 09-PM,ETHUSD,367.06,368.32,367.06,367.54,1224.52,450352.78
1602964800.0,2020-10-17 08-PM,ETHUSD,366.96,367.56,365.69,367.06,4912.4,1800107.51
1602961200.0,2020-10-17 07-PM,ETHUSD,367.3,367.7,366,366.96,2006.35,735946.2
1602957600.0,2020-10-17 06-PM,ETHUSD,367.06,367.37,366.02,367.3,1658.47,608261.38
1602954000.0,2020-10-17 05-PM,ETHUSD,366.77,367.25,366.02,367.06,2345.62,859871.73
1602950400.0,2020-10-17 04-PM,ETHUSD,367.89,368.24,365.92,366.77,2327.12,854111.12
1602946800.0,2020-10-17 03-PM,ETHUSD,368.57,370.57,367.67,367.89,1589.57,586348.22
1602943200.0,2020-10-17 02-PM,ETHUSD,366.05,369,364.68,368.57,1894.99,694751.92
1602939600.0,2020-10-17 01-PM,ETHUSD,367.8,368.11,365.62,366.05,2245.36,823691.75
1602936000.0,2020-10-17 12-PM,ETHUSD,368.37,368.62,366.81,367.8,2288.29,841242.8
1602932400.0,2020-10-17 11-AM,ETHUSD,368.41,368.45,367.74,368.37,989.74,364262.29
1602928800.0,2020-10-17 10-AM,ETHUSD,367.66,368.44,367.36,368.41,1007.22,370388.59
1602925200.0,2020-10-17 09-AM,ETHUSD,366.69,367.87,365.8,367.66,1855.37,680722.66
1602921600.0,2020-10-17 08-AM,ETHUSD,368.09,368.61,366.69,366.69,932.71,342929.23
1602918000.0,2020-10-17 07-AM,ETHUSD,367.54,368.7,367.44,368.09,823.54,303091.16
1602914400.0,2020-10-17 06-AM,ETHUSD,368.39,369.4,367.34,367.54,977.65,359737.64
1602910800.0,2020-10-17 05-AM,ETHUSD,367.94,368.66,367.33,368.39,1522.07,559854.09
1602907200.0,2020-10-17 04-AM,ETHUSD,368.58,368.88,367.57,367.94,808.64,297715.87
1602903600.0,2020-10-17 03-AM,ETHUSD,368.15,368.71,367.37,368.58,1138.6,418954.53
1602900000.0,2020-10-17 02-AM,ETHUSD,367.05,368.7,367.05,368.15,1663.41,611953.84
1602896400.0,2020-10-17 01-AM,ETHUSD,364.63,368,364.11,367.05,2640.08,966389.11
1602892800.0,2020-10-17 12-AM,ETHUSD,365.57,366.13,363.56,364.63,2584.84,942951.85
1602889200.0,2020-10-16 11-PM,ETHUSD,366.58,367.26,365.14,365.57,2168.03,794027.24
1602885600.0,2020-10-16 10-PM,ETHUSD,366.37,370.27,365.12,366.58,5579.55,2049816.07
1602882000.0,2020-10-16 09-PM,ETHUSD,366.78,366.92,364.52,366.37,2502.86,915977.24
1602878400.0,2020-10-16 08-PM,ETHUSD,365.47,367.55,364.3,366.78,9417.72,3449596.3
1602874800.0,2020-10-16 07-PM,ETHUSD,369,369.33,365.47,365.47,2944.29,1082288.33
1602871200.0,2020-10-16 06-PM,ETHUSD,366.79,369.49,366.79,369,2859.69,1054381.48
1602867600.0,2020-10-16 05-PM,ETHUSD,367.66,368.5,366.23,366.79,5221.1,1916284.92
1602864000.0,2020-10-16 04-PM,ETHUSD,367.18,368.43,365.7,367.66,2696.01,989485.54
1602860400.0,2020-10-16 03-PM,ETHUSD,367.54,367.93,365.61,367.18,4750.09,1741779.27
1602856800.0,2020-10-16 02-PM,ETHUSD,369.14,370.2,366.89,367.54,2828.39,1042866.55
1602853200.0,2020-10-16 01-PM,ETHUSD,369.23,369.95,368.22,369.14,4814.38,1776635.17
1602849600.0,2020-10-16 12-PM,ETHUSD,370.16,370.32,368.21,369.23,6398.84,2362124.92
1602846000.0,2020-10-16 11-AM,ETHUSD,364.83,371.89,364.5,370.16,4909.4,1808893.36
1602842400.0,2020-10-16 10-AM,ETHUSD,363.36,367.07,363.11,364.83,3223.4,1178330.74
1602838800.0,2020-10-16 09-AM,ETHUSD,368.76,369.03,361.38,363.36,10026.12,3651359.27
1602835200.0,2020-10-16 08-AM,ETHUSD,369.32,371.22,367.74,368.76,2598.29,959802.27
1602831600.0,2020-10-16 07-AM,ETHUSD,370.28,370.71,369.11,369.32,1369.6,506756.02
1602828000.0,2020-10-16 06-AM,ETHUSD,370.27,371.26,369.07,370.28,1583.95,585695.45
1602824400.0,2020-10-16 05-AM,ETHUSD,369.04,372.31,368.13,370.27,3417.84,1266711.83
1602820800.0,2020-10-16 04-AM,ETHUSD,378.32,378.32,365,369.04,19900.16,7352401.08
1602817200.0,2020-10-16 03-AM,ETHUSD,378.74,379.33,377.06,378.32,1219.31,460895.23
1602813600.0,2020-10-16 02-AM,ETHUSD,379.79,379.98,378.52,378.74,1239.32,469874.54
1602810000.0,2020-10-16 01-AM,ETHUSD,378.14,380,378.08,379.79,2033.69,771678.16
1602806400.0,2020-10-16 12-AM,ETHUSD,377.94,378.48,376,378.14,2561.25,966540.97
1602802800.0,2020-10-15 11-PM,ETHUSD,377.5,378.14,376.41,377.94,2412.3,910411.77
1602799200.0,2020-10-15 10-PM,ETHUSD,378.39,379.23,376.95,377.5,1536.73,581082.43
1602795600.0,2020-10-15 09-PM,ETHUSD,380.32,380.57,377.54,378.39,2084.44,788958.0
1602792000.0,2020-10-15 08-PM,ETHUSD,378.53,381.99,378.31,380.32,4297.35,1633809.8
1602788400.0,2020-10-15 07-PM,ETHUSD,376.8,378.94,376.59,378.53,2956.26,1116592.39
1602784800.0,2020-10-15 06-PM,ETHUSD,378.37,378.97,376.59,376.8,1923.78,726522.79
1602781200.0,2020-10-15 05-PM,ETHUSD,375.33,379.19,375.21,378.37,4086.66,1542255.72
1602777600.0,2020-10-15 04-PM,ETHUSD,376.75,378.52,374.28,375.33,4536.13,1706900.74
1602774000.0,2020-10-15 03-PM,ETHUSD,376.23,377.34,375.04,376.75,6079.26,2286880.06
1602770400.0,2020-10-15 02-PM,ETHUSD,377.31,377.31,374.84,376.23,2284.17,858439.87
1602766800.0,2020-10-15 01-PM,ETHUSD,375.29,377.84,374,377.31,1860.03,698888.86
1602763200.0,2020-10-15 12-PM,ETHUSD,372.32,377.8,370.06,375.29,6037.02,2259074.03
1602759600.0,2020-10-15 11-AM,ETHUSD,373.7,374.11,371.96,372.32,2422.97,904002.68
1602756000.0,2020-10-15 10-AM,ETHUSD,372.46,373.95,371.88,373.7,2209.81,823936.93
1602752400.0,2020-10-15 09-AM,ETHUSD,375.26,375.44,370.52,372.46,5060.04,1887327.83
1602748800.0,2020-10-15 08-AM,ETHUSD,379.1,379.8,374.84,375.26,3369.6,1270614.87
1602745200.0,2020-10-15 07-AM,ETHUSD,379,379.84,378.2,379.1,2836.83,1074885.61
1602741600.0,2020-10-15 06-AM,ETHUSD,378.88,381.14,377.47,379,3003.5,1140268.68
1602738000.0,2020-10-15 05-AM,ETHUSD,377.31,379.82,376.81,378.88,1520.84,574879.25
1602734400.0,2020-10-15 04-AM,ETHUSD,377,377.98,375.69,377.31,1455.31,548794.23
1602730800.0,2020-10-15 03-AM,ETHUSD,376.02,377.2,375.73,377,1607.9,605659.61
1602727200.0,2020-10-15 02-AM,ETHUSD,377.6,378.03,375.35,376.02,2759.55,1040032.96
1602723600.0,2020-10-15 01-AM,ETHUSD,378.04,379.33,376.76,377.6,1279.56,483269.65
1602720000.0,2020-10-15 12-AM,ETHUSD,378.97,379.26,377.35,378.04,1295.08,490081.68
1602716400.0,2020-10-14 11-PM,ETHUSD,377.45,379.84,377.41,378.97,3069.84,1162363.61
1602712800.0,2020-10-14 10-PM,ETHUSD,375.67,377.82,375.66,377.45,2037.61,768248.03
1602709200.0,2020-10-14 09-PM,ETHUSD,376.87,378.29,375.62,375.67,1969.26,742584.64
1602705600.0,2020-10-14 08-PM,ETHUSD,375.34,376.94,374.98,376.87,1684.24,632929.12
1602702000.0,2020-10-14 07-PM,ETHUSD,375.87,377.53,375.12,375.34,3968.55,1493009.46
1602698400.0,2020-10-14 06-PM,ETHUSD,374.94,376.46,373.57,375.87,2408.16,902989.51
1602694800.0,2020-10-14 05-PM,ETHUSD,376,376,373.37,374.94,4591.22,1720612.7
1602691200.0,2020-10-14 04-PM,ETHUSD,375.82,377.73,373.29,376,5904.0,2217583.93
1602687600.0,2020-10-14 03-PM,ETHUSD,381.08,381.59,375.27,375.82,10092.45,3817823.34
1602684000.0,2020-10-14 02-PM,ETHUSD,386.69,387.63,379,381.08,7581.83,2898795.59
1602680400.0,2020-10-14 01-PM,ETHUSD,381.86,387.5,381.35,386.69,5350.47,2057440.41
1602676800.0,2020-10-14 12-PM,ETHUSD,379.26,382.01,378.51,381.86,2167.74,825142.24
1602673200.0,2020-10-14 11-AM,ETHUSD,379.72,381.49,379.15,379.26,2073.79,788878.29
1602669600.0,2020-10-14 10-AM,ETHUSD,381.6,381.96,378.01,379.72,3226.21,1226043.33
1602666000.0,2020-10-14 09-AM,ETHUSD,382.83,383.33,381,381.6,1796.42,686125.94
1602662400.0,2020-10-14 08-AM,ETHUSD,382.45,383.27,381.8,382.83,1598.9,611864.37
1602658800.0,2020-10-14 07-AM,ETHUSD,383.01,383.37,381.23,382.45,1120.53,428060.5
1602655200.0,2020-10-14 06-AM,ETHUSD,382.63,383.42,381.29,383.01,1467.86,560803.59
1602651600.0,2020-10-14 05-AM,ETHUSD,382.17,382.95,381.14,382.63,2457.78,939505.12
1602648000.0,2020-10-14 04-AM,ETHUSD,381.8,383.18,380.31,382.17,2361.71,901539.43
1602644400.0,2020-10-14 03-AM,ETHUSD,382.52,383.89,381.62,381.8,2167.0,829602.62
1602640800.0,2020-10-14 02-AM,ETHUSD,384,384.45,382.15,382.52,2109.15,807837.99
1602637200.0,2020-10-14 01-AM,ETHUSD,384.91,385.31,383.08,384,2658.28,1020427.52
1602633600.0,2020-10-14 12-AM,ETHUSD,381.37,385.5,380.03,384.91,6337.69,2432056.79
1602630000.0,2020-10-13 11-PM,ETHUSD,381.33,382.61,380.77,381.37,3668.88,1400685.02
1602626400.0,2020-10-13 10-PM,ETHUSD,383.04,383.26,381.18,381.33,3874.86,1479887.15
1602622800.0,2020-10-13 09-PM,ETHUSD,380.18,383.35,379.89,383.04,3300.93,1257849.84
1602619200.0,2020-10-13 08-PM,ETHUSD,378.35,380.34,378.11,380.18,3004.94,1139688.34
1602615600.0,2020-10-13 07-PM,ETHUSD,378,380,377.26,378.35,1805.16,684427.37
1602612000.0,2020-10-13 06-PM,ETHUSD,376.59,379.44,376.18,378,3540.61,1338264.67
1602608400.0,2020-10-13 05-PM,ETHUSD,380.19,380.26,376.34,376.59,2267.29,857428.14
1602604800.0,2020-10-13 04-PM,ETHUSD,379.22,380.56,377.4,380.19,2227.34,844849.4
1602601200.0,2020-10-13 03-PM,ETHUSD,379.55,380.9,378.72,379.22,4889.12,1856992.06
1602597600.0,2020-10-13 02-PM,ETHUSD,378.03,379.66,374.29,379.55,10278.29,3879827.79
1602594000.0,2020-10-13 01-PM,ETHUSD,382.97,382.99,375.69,378.03,8707.63,3305140.16
1602590400.0,2020-10-13 12-PM,ETHUSD,384.63,385.42,382.64,382.97,3054.29,1173480.95
1602586800.0,2020-10-13 11-AM,ETHUSD,384.73,385.91,384,384.63,3006.79,1157537.53
1602583200.0,2020-10-13 10-AM,ETHUSD,383.51,387.34,378.8,384.73,5079.14,1945842.0
1602579600.0,2020-10-13 09-AM,ETHUSD,384.6,384.68,382.8,383.51,1302.47,499980.52
1602576000.0,2020-10-13 08-AM,ETHUSD,383.16,384.61,382.68,384.6,1561.77,599104.58
1602572400.0,2020-10-13 07-AM,ETHUSD,383.55,383.55,380.73,383.16,2825.92,1080619.42
1602568800.0,2020-10-13 06-AM,ETHUSD,385.05,385.14,382.95,383.55,2196.13,843044.28
1602565200.0,2020-10-13 05-AM,ETHUSD,384.24,386.06,384.04,385.05,1928.68,742773.22
1602561600.0,2020-10-13 04-AM,ETHUSD,382.91,385.06,382.65,384.24,2046.22,785845.41
1602558000.0,2020-10-13 03-AM,ETHUSD,384.44,385.19,381.65,382.91,3530.65,1355401.87
1602554400.0,2020-10-13 02-AM,ETHUSD,385.91,385.92,382.59,384.44,3379.65,1298331.86
1602550800.0,2020-10-13 01-AM,ETHUSD,386.38,386.42,383.2,385.91,2359.99,908302.92
1602547200.0,2020-10-13 12-AM,ETHUSD,386.74,387.88,383.61,386.38,4706.87,1817441.54
1602543600.0,2020-10-12 11-PM,ETHUSD,392.83,393.18,385.02,386.74,12388.91,4808523.12
1602540000.0,2020-10-12 10-PM,ETHUSD,392.69,395.18,391.41,392.83,6353.93,2502201.06
1602536400.0,2020-10-12 09-PM,ETHUSD,387.57,393.32,387.55,392.69,5778.67,2257240.31
1602532800.0,2020-10-12 08-PM,ETHUSD,388.22,388.69,387.34,387.57,2273.87,882355.21
1602529200.0,2020-10-12 07-PM,ETHUSD,388.36,389.73,387.31,388.22,5579.87,2169493.57
1602525600.0,2020-10-12 06-PM,ETHUSD,387.87,389.16,387.52,388.36,4135.62,1606759.85
1602522000.0,2020-10-12 05-PM,ETHUSD,386.91,388.24,385.36,387.87,6423.46,2486706.12
1602518400.0,2020-10-12 04-PM,ETHUSD,385.81,388.37,385.03,386.91,7584.11,2936030.3
1602514800.0,2020-10-12 03-PM,ETHUSD,382.91,387.3,382.91,385.81,5596.38,2155928.31
1602511200.0,2020-10-12 02-PM,ETHUSD,383.64,384.47,382.22,382.91,5273.8,2021600.97
1602507600.0,2020-10-12 01-PM,ETHUSD,368.97,385.43,368.26,383.64,16742.46,6336560.13
1602504000.0,2020-10-12 12-PM,ETHUSD,366.49,369,366.07,368.97,1262.92,464574.6
1602500400.0,2020-10-12 11-AM,ETHUSD,367.64,368.04,365.77,366.49,2556.12,938350.17
1602496800.0,2020-10-12 10-AM,ETHUSD,373.01,373.2,365.77,367.64,9712.22,3571736.83
1602493200.0,2020-10-12 09-AM,ETHUSD,373.56,374.64,371.3,373.01,3311.58,1234615.46
1602489600.0,2020-10-12 08-AM,ETHUSD,374.07,375.25,373.56,373.56,1163.05,435234.47
1602486000.0,2020-10-12 07-AM,ETHUSD,372.13,374.92,370.4,374.07,4696.38,1750085.16
1602482400.0,2020-10-12 06-AM,ETHUSD,374.79,374.88,371.9,372.13,1446.04,539604.68
1602478800.0,2020-10-12 05-AM,ETHUSD,374.08,375.27,373.52,374.79,1193.1,446752.8
1602475200.0,2020-10-12 04-AM,ETHUSD,374.14,374.22,373.35,374.08,1680.63,628294.81
1602471600.0,2020-10-12 03-AM,ETHUSD,374.63,375.5,374,374.14,1646.94,617046.1
1602468000.0,2020-10-12 02-AM,ETHUSD,374.66,374.84,373.19,374.63,1261.85,471858.8
1602464400.0,2020-10-12 01-AM,ETHUSD,373.94,374.96,373.08,374.66,1863.84,697345.43
1602460800.0,2020-10-12 12-AM,ETHUSD,374.38,374.45,372.74,373.94,1532.12,572368.45
1602457200.0,2020-10-11 11-PM,ETHUSD,373.51,375.09,372.96,374.38,1179.99,441234.26
1602453600.0,2020-10-11 10-PM,ETHUSD,373.02,373.61,371.32,373.51,2266.58,844674.03
1602450000.0,2020-10-11 09-PM,ETHUSD,373.01,373.74,372.1,373.02,2202.41,821405.93
1602446400.0,2020-10-11 08-PM,ETHUSD,373.4,374.3,372.99,373.01,1315.76,491817.36
1602442800.0,2020-10-11 07-PM,ETHUSD,375.22,375.95,372.68,373.4,2928.3,1094800.68
1602439200.0,2020-10-11 06-PM,ETHUSD,375.46,375.85,374,375.22,2552.03,957573.59
1602435600.0,2020-10-11 05-PM,ETHUSD,374.84,376,374.73,375.46,4191.66,1573333.63
1602432000.0,2020-10-11 04-PM,ETHUSD,375.09,376.35,373.85,374.84,2412.68,905638.46
1602428400.0,2020-10-11 03-PM,ETHUSD,373.01,375.56,373.01,375.09,2227.95,834473.37
1602424800.0,2020-10-11 02-PM,ETHUSD,372.74,376.14,371.84,373.01,2606.97,974806.07
1602421200.0,2020-10-11 01-PM,ETHUSD,372.4,373.14,371.5,372.74,1655.43,616483.87
1602417600.0,2020-10-11 12-PM,ETHUSD,374.44,374.84,371.17,372.4,2578.04,960212.89
1602414000.0,2020-10-11 11-AM,ETHUSD,376.63,377.44,373.11,374.44,4441.28,1670747.64
1602410400.0,2020-10-11 10-AM,ETHUSD,372.89,377.49,372.26,376.63,3983.4,1492655.79
1602406800.0,2020-10-11 09-AM,ETHUSD,372.2,373.09,371.51,372.89,1383.51,515109.86
1602403200.0,2020-10-11 08-AM,ETHUSD,372.22,373.36,371.59,372.2,1443.98,537861.12
1602399600.0,2020-10-11 07-AM,ETHUSD,372.54,373.67,372.04,372.22,1312.33,489218.87
1602396000.0,2020-10-11 06-AM,ETHUSD,371.96,372.84,371.5,372.54,1322.44,492230.9
1602392400.0,2020-10-11 05-AM,ETHUSD,371.21,372.72,370.65,371.96,1128.4,419147.81
1602388800.0,2020-10-11 04-AM,ETHUSD,370.77,371.76,369.67,371.21,1929.92,715775.09
1602385200.0,2020-10-11 03-AM,ETHUSD,372.77,372.88,369.6,370.77,1980.06,735259.34
1602381600.0,2020-10-11 02-AM,ETHUSD,372.69,373.03,371.83,372.77,1844.74,687135.87
1602378000.0,2020-10-11 01-AM,ETHUSD,370.36,373.48,370.35,372.69,3248.52,1207655.78
1602374400.0,2020-10-11 12-AM,ETHUSD,370.75,372.21,369.02,370.36,3789.19,1404441.54
1602370800.0,2020-10-10 11-PM,ETHUSD,374.61,374.61,369.26,370.75,6006.4,2230197.84
1602367200.0,2020-10-10 10-PM,ETHUSD,375.35,375.65,374.15,374.61,2256.85,846111.54
1602363600.0,2020-10-10 09-PM,ETHUSD,374.68,375.54,371.05,375.35,3094.75,1156254.01
1602360000.0,2020-10-10 08-PM,ETHUSD,373.96,375.11,373.39,374.68,1427.4,534055.17
1602356400.0,2020-10-10 07-PM,ETHUSD,374.11,376,373.53,373.96,2703.79,1012521.4
1602352800.0,2020-10-10 06-PM,ETHUSD,373.24,380,372.8,374.11,8641.23,3246868.45
1602349200.0,2020-10-10 05-PM,ETHUSD,373.06,375.06,371.39,373.24,9610.21,3581848.67
1602345600.0,2020-10-10 04-PM,ETHUSD,373,374.15,372.25,373.06,2736.45,1021080.76
1602342000.0,2020-10-10 03-PM,ETHUSD,374.04,376,372.1,373,2770.16,1036973.98
1602338400.0,2020-10-10 02-PM,ETHUSD,374.4,374.74,372.78,374.04,3275.58,1224250.54
1602334800.0,2020-10-10 01-PM,ETHUSD,373.5,375.89,372.55,374.4,3028.94,1134665.85
1602331200.0,2020-10-10 12-PM,ETHUSD,372.28,373.55,370.94,373.5,2432.88,906474.17
1602327600.0,2020-10-10 11-AM,ETHUSD,372.22,373.44,371.61,372.28,1755.65,653726.28
1602324000.0,2020-10-10 10-AM,ETHUSD,372.1,372.43,368.5,372.22,4752.66,1759465.26
1602320400.0,2020-10-10 09-AM,ETHUSD,375.55,375.89,370.42,372.1,5121.29,1908680.98
1602316800.0,2020-10-10 08-AM,ETHUSD,374.92,376.24,374.84,375.55,1442.67,541904.07
1602313200.0,2020-10-10 07-AM,ETHUSD,374.76,375.79,374.43,374.92,1724.37,646711.69
1602309600.0,2020-10-10 06-AM,ETHUSD,374.05,376.08,373.67,374.76,2404.63,900863.21
1602306000.0,2020-10-10 05-AM,ETHUSD,375.75,376.16,374,374.05,2768.3,1038207.27
1602302400.0,2020-10-10 04-AM,ETHUSD,376.15,377.1,375.24,375.75,2605.63,980072.99
1602298800.0,2020-10-10 03-AM,ETHUSD,375.93,378.71,375.67,376.15,6933.0,2613864.24
1602295200.0,2020-10-10 02-AM,ETHUSD,368.74,380.81,368.35,375.93,35038.5,13139992.91
1602291600.0,2020-10-10 01-AM,ETHUSD,367.34,368.75,366.12,368.74,1501.58,552215.62
1602288000.0,2020-10-10 12-AM,ETHUSD,365.36,368.22,365.02,367.34,3276.82,1201498.2
1602284400.0,2020-10-09 11-PM,ETHUSD,365.5,368.7,365,365.36,6435.13,2361832.72
1602280800.0,2020-10-09 10-PM,ETHUSD,364.33,365.5,364.25,365.5,3998.85,1458452.08
1602277200.0,2020-10-09 09-PM,ETHUSD,363.93,364.33,362.81,364.33,2603.11,946127.08
1602273600.0,2020-10-09 08-PM,ETHUSD,363.56,364.65,363.28,363.93,3632.56,1322530.69
1602270000.0,2020-10-09 07-PM,ETHUSD,363.54,364.76,362.3,363.56,6895.46,2506241.14
1602266400.0,2020-10-09 06-PM,ETHUSD,365.07,365.3,362.49,363.54,4666.09,1696111.95
1602262800.0,2020-10-09 05-PM,ETHUSD,364.25,365.07,363.91,365.07,6063.73,2209624.3
1602259200.0,2020-10-09 04-PM,ETHUSD,365.37,366.5,363.19,364.25,8867.0,3230702.31
1602255600.0,2020-10-09 03-PM,ETHUSD,361.01,365.9,359.87,365.37,13086.74,4755229.93
1602252000.0,2020-10-09 02-PM,ETHUSD,359.99,361.52,359,361.01,6766.47,2438381.45
1602248400.0,2020-10-09 01-PM,ETHUSD,359.17,360.38,359,359.99,5224.63,1879457.92
1602244800.0,2020-10-09 12-PM,ETHUSD,359.15,360.89,358.44,359.17,8325.91,2993596.72
1602241200.0,2020-10-09 11-AM,ETHUSD,356.1,362,356.1,359.15,14385.92,5168380.56
1602237600.0,2020-10-09 10-AM,ETHUSD,350.17,356.78,349.39,356.1,6850.91,2424306.29
1602234000.0,2020-10-09 09-AM,ETHUSD,351.07,351.13,349.31,350.17,1006.86,352385.15
1602230400.0,2020-10-09 08-AM,ETHUSD,350.58,351.24,350.24,351.07,1679.84,589173.96
1602226800.0,2020-10-09 07-AM,ETHUSD,348.69,350.85,348.64,350.58,1750.45,612677.33
1602223200.0,2020-10-09 06-AM,ETHUSD,348.9,349.14,347.15,348.69,2003.25,697850.14
